# DELTABLAST 2.6.0+
# Query: tr|A0A2G9SIB9|A0A2G9SIB9_LITCT Uncharacterized protein (Fragment) OS=Lithobates catesbeiana OX=8400 GN=AB205_0037880 PE=4 SV=1
# RID: AVNE7M34015
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1000 hits found
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	PIO39916.1	100.000	181	0	0	1	181	1	181	1.36e-127	365
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413028.1	96.341	164	6	0	1	164	1176	1339	2.91e-100	327
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413033.1	96.933	163	5	0	1	163	1176	1338	4.03e-100	327
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413034.1	96.933	163	5	0	1	163	1175	1337	4.57e-100	326
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413037.1	93.491	169	6	1	1	164	764	932	5.81e-99	322
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413035.1	93.491	169	6	1	1	164	765	933	5.84e-99	322
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413040.1	94.611	167	5	1	1	163	761	927	7.32e-99	322
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413039.1	94.611	167	5	1	1	163	764	930	8.95e-99	322
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413038.1	94.048	168	5	1	1	163	764	931	1.24e-98	321
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413025.1	94.048	168	6	1	1	164	1175	1342	3.49e-98	321
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413024.1	94.048	168	6	1	1	164	1176	1343	3.49e-98	321
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413029.1	93.491	169	6	1	1	164	1167	1335	4.19e-98	321
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413027.1	93.491	169	6	1	1	164	1172	1340	4.20e-98	321
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413026.1	93.491	169	6	1	1	164	1173	1341	4.76e-98	320
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413023.1	93.491	169	6	1	1	164	1175	1343	4.76e-98	320
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413022.1	93.491	169	6	1	1	164	1176	1344	4.76e-98	320
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413032.1	94.611	167	5	1	1	163	1175	1341	4.79e-98	320
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413031.1	94.611	167	5	1	1	163	1176	1342	4.79e-98	320
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_018413030.1	94.048	168	5	1	1	163	1176	1343	6.54e-98	320
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_009079815.1	85.802	162	23	0	2	163	1	162	4.46e-97	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019661840.1	85.276	163	24	0	1	163	5	167	1.75e-93	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_011231046.2	84.756	164	25	0	1	164	5	168	1.79e-93	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	PNI54516.1	83.832	167	23	1	1	163	77	243	2.64e-93	282
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	EFB15775.1	85.276	163	24	0	1	163	31	193	6.29e-93	295
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	BAE43348.1	84.049	163	26	0	1	163	77	239	9.46e-93	286
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	AAH25145.1	84.663	163	25	0	1	163	5	167	1.18e-92	295
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	PNJ81642.1	83.234	167	24	1	1	163	77	243	1.77e-92	280
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	VFV47333.1	85.276	163	24	0	1	163	139	301	3.39e-92	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_005906316.1	84.146	164	26	0	1	164	30	193	4.82e-92	294
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_021235675.1	86.503	163	22	0	1	163	743	905	2.62e-91	301
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_021235674.1	86.503	163	22	0	1	163	747	909	2.93e-91	300
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015704448.1	86.503	163	22	0	1	163	760	922	3.36e-91	300
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015135665.1	86.503	163	22	0	1	163	764	926	3.39e-91	300
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019661837.1	82.738	168	25	1	1	164	5	172	3.71e-91	291
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_021235672.1	86.503	163	22	0	1	163	752	914	3.80e-91	300
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015704442.1	86.503	163	22	0	1	163	764	926	3.82e-91	300
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015704447.1	86.503	163	22	0	1	163	765	927	3.83e-91	300
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_021235671.1	86.503	163	22	0	1	163	756	918	3.88e-91	300
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019661839.1	83.234	167	24	1	1	163	5	171	3.95e-91	290
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	VFV47330.1	85.276	163	24	0	1	163	292	454	4.10e-91	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_004373546.1	86.585	164	22	0	1	164	754	917	9.93e-91	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_012410165.1	87.117	163	21	0	1	163	743	905	1.09e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019333552.1	85.976	164	23	0	1	164	751	914	1.22e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025000999.1	86.503	163	22	0	1	163	1052	1214	1.34e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	EAW58721.1	86.503	163	22	0	1	163	510	672	1.35e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015704446.1	86.503	163	22	0	1	163	1051	1213	1.36e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_004373549.1	87.117	163	21	0	1	163	759	921	1.65e-90	298
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_021235673.1	86.503	163	22	0	1	163	1149	1311	1.66e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015135655.1	86.503	163	22	0	1	163	1153	1315	1.75e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015135653.1	86.503	163	22	0	1	163	1162	1324	1.75e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015704431.1	86.503	163	22	0	1	163	1163	1325	1.75e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015135651.1	86.503	163	22	0	1	163	1176	1338	1.75e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015704423.1	86.503	163	22	0	1	163	1177	1339	1.75e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019333553.1	86.503	163	22	0	1	163	751	913	1.87e-90	298
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015135661.1	85.890	163	23	0	1	163	760	922	1.87e-90	298
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_021235670.1	86.503	163	22	0	1	163	1153	1315	1.89e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_021235669.1	86.503	163	22	0	1	163	1154	1316	1.89e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_021235667.1	86.503	163	22	0	1	163	1155	1317	1.89e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_021235665.1	86.503	163	22	0	1	163	1158	1320	1.89e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_021235666.1	86.503	163	22	0	1	163	1158	1320	1.89e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_021235664.1	86.503	163	22	0	1	163	1159	1321	1.89e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053320.1	86.503	163	22	0	1	163	752	914	1.95e-90	298
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015704434.1	86.503	163	22	0	1	163	1153	1315	1.98e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015704424.1	86.503	163	22	0	1	163	1175	1337	1.98e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015135652.1	86.503	163	22	0	1	163	1175	1337	1.98e-90	299
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_010135413.1	83.234	167	24	1	1	163	346	512	2.01e-90	287
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053321.1	86.503	163	22	0	1	163	751	913	2.21e-90	298
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053319.1	86.503	163	22	0	1	163	755	917	2.69e-90	298
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053318.1	86.503	163	22	0	1	163	756	918	2.70e-90	298
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053323.1	86.503	163	22	0	1	163	756	918	2.70e-90	298
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053317.1	86.503	163	22	0	1	163	757	919	2.71e-90	298
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	KFV75538.1	86.503	163	22	0	1	163	1112	1274	3.66e-90	298
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_016817838.2	85.976	164	23	0	1	164	747	910	3.79e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	PNI54509.1	85.976	164	23	0	1	164	747	910	3.79e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	NP_001164496.1	85.976	164	23	0	1	164	747	910	3.79e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_016870475.1	85.976	164	23	0	1	164	757	920	3.88e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	PNI54515.1	86.503	163	22	0	1	163	673	835	3.89e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_016870474.1	85.976	164	23	0	1	164	758	921	3.89e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	VFV47332.1	85.276	163	24	0	1	163	385	547	3.91e-90	295
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_016870477.1	85.976	164	23	0	1	164	751	914	4.18e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_016870476.1	85.976	164	23	0	1	164	752	915	4.19e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	EAW58724.1	86.503	163	22	0	1	163	744	906	4.81e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_016870483.1	86.503	163	22	0	1	163	757	919	4.99e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_024201834.1	86.503	163	22	0	1	163	758	920	5.00e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_016870482.1	86.503	163	22	0	1	163	758	920	5.00e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	NP_569077.2	86.503	163	22	0	1	163	752	914	5.02e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_024201835.1	86.503	163	22	0	1	163	757	919	5.04e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_024201833.1	86.503	163	22	0	1	163	759	921	5.06e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_016817840.2	86.503	163	22	0	1	163	752	914	5.07e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019661838.1	82.738	168	24	2	1	164	5	171	6.20e-90	288
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_026722672.1	85.276	163	24	0	1	163	754	916	6.84e-90	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_026722669.1	85.276	163	24	0	1	163	755	917	6.86e-90	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	KQL08873.1	85.890	163	23	0	1	163	1034	1196	7.12e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019333548.1	85.976	164	23	0	1	164	1153	1316	7.25e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019333547.1	85.976	164	23	0	1	164	1163	1326	7.25e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019333546.1	85.976	164	23	0	1	164	1164	1327	7.25e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019333544.1	85.976	164	23	0	1	164	1172	1335	7.26e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_026722666.1	85.276	163	24	0	1	163	759	921	7.57e-90	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053316.1	86.503	163	22	0	1	163	1051	1213	7.65e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053312.1	86.503	163	22	0	1	163	1066	1228	7.67e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_026722668.1	85.276	163	24	0	1	163	755	917	7.72e-90	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053315.1	86.503	163	22	0	1	163	1052	1214	7.72e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053314.1	86.503	163	22	0	1	163	1061	1223	7.74e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053313.1	86.503	163	22	0	1	163	1062	1224	7.74e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	KYO20868.1	86.503	163	22	0	1	163	1154	1316	9.14e-90	297
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053310.1	86.503	163	22	0	1	163	1153	1315	9.87e-90	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019333550.1	86.503	163	22	0	1	163	1153	1315	9.87e-90	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053308.1	86.503	163	22	0	1	163	1159	1321	9.88e-90	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_017588347.1	85.276	163	24	0	1	163	759	921	9.88e-90	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053305.1	86.503	163	22	0	1	163	1163	1325	9.88e-90	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053304.1	86.503	163	22	0	1	163	1164	1326	9.88e-90	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_015135643.1	85.890	163	23	0	1	163	1176	1338	9.91e-90	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_026650005.1	85.276	163	24	0	1	163	762	924	1.01e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_026650002.1	85.276	163	24	0	1	163	763	925	1.01e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_027648615.1	85.276	163	24	0	1	163	760	922	1.02e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_010391228.1	85.276	163	24	0	1	163	762	924	1.03e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_027736915.1	85.276	163	24	0	1	163	762	924	1.03e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_020439736.1	85.276	163	24	0	1	163	763	925	1.03e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_026650009.1	85.276	163	24	0	1	163	763	925	1.03e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_010391233.1	85.276	163	24	0	1	163	763	925	1.03e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_027736914.1	85.276	163	24	0	1	163	763	925	1.03e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_017588343.1	85.276	163	24	0	1	163	764	926	1.03e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_026650000.1	85.276	163	24	0	1	163	764	926	1.03e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053307.1	86.503	163	22	0	1	163	1162	1324	1.05e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_009934338.1	85.890	163	23	0	1	163	1162	1324	1.05e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_025053306.1	86.503	163	22	0	1	163	1163	1325	1.05e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_019333549.1	86.503	163	22	0	1	163	1163	1325	1.05e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_027526431.1	85.276	163	24	0	1	163	762	924	1.06e-89	296
tr|A0A2G9SIB9|A0A2G9SIB9_LITCT	XP_027736918.1	85.276	163	24	0	1	163	763	925	1.06e-89	296
